SGB,Sample1,Sample2
t__SGB15235,ERR14760810,ERR14760867
t__SGB15235,C11,Z10
t__SGB15235,C11,C3
t__SGB15235,C3,U5
t__SGB15235,C3,Z10
t__SGB15235,C8,U11
t__SGB15235,C7,U5
t__SGB15235,C7,U4
t__SGB15235,U4,U5
t__SGB15236,C1,C8
t__SGB15236,C1,C3
t__SGB15236,C1,Z6
t__SGB15236,C1,C6
t__SGB15236,C1,Z5
t__SGB15236,C1,U9
t__SGB15236,C1,U4
t__SGB15236,C1,C11
t__SGB15236,C1,Z8
t__SGB15236,C1,U5
t__SGB15236,C12,C8
t__SGB15236,C12,C6
t__SGB15236,C8,U3
t__SGB15236,C8,U7
t__SGB15236,C8,U8
t__SGB15236,C8,Z3
t__SGB15236,C8,Z6
t__SGB15236,C8,U6
t__SGB15236,C8,U12
t__SGB15236,C8,Z5
t__SGB15236,C8,U9
t__SGB15236,C8,U4
t__SGB15236,C8,Z8
t__SGB15236,C8,U5
t__SGB15236,ERR14760644,ERR14760810
t__SGB15236,ERR14760620,ERR14760867
t__SGB15236,ERR14760436,ERR14760447
t__SGB15236,ERR14760436,ERR14760867
t__SGB15236,ERR14760447,ERR14760786
t__SGB15236,ERR14760447,ERR14760867
t__SGB15236,ERR14760786,ERR14760867
t__SGB15236,ERR14760581,ERR14760867
t__SGB15236,ERR14760637,ERR14760867
t__SGB15236,ERR14760637,ERR14760648
t__SGB15236,ERR14760648,ERR14760867
t__SGB15236,U7,Z6
t__SGB15236,U8,Z3
t__SGB15236,U8,Z6
t__SGB15236,C3,C8
t__SGB15236,C3,U7
t__SGB15236,C3,U8
t__SGB15236,C3,Z3
t__SGB15236,C3,Z6
t__SGB15236,C3,C6
t__SGB15236,C3,U9
t__SGB15236,C3,U4
t__SGB15236,C3,Z8
t__SGB15236,C3,U5
t__SGB15236,Z3,Z6
t__SGB15236,Z6,Z8
t__SGB15236,C6,U3
t__SGB15236,C6,C8
t__SGB15236,C6,U7
t__SGB15236,C6,U8
t__SGB15236,C6,Z3
t__SGB15236,C6,Z6
t__SGB15236,C6,U6
t__SGB15236,C6,U11
t__SGB15236,C6,U12
t__SGB15236,C6,Z5
t__SGB15236,C6,U9
t__SGB15236,C6,U4
t__SGB15236,C6,Z8
t__SGB15236,C6,U5
t__SGB15236,U6,Z5
t__SGB15236,U11,U12
t__SGB15236,U11,Z5
t__SGB15236,U12,Z5
t__SGB15236,U12,U4
t__SGB15236,U12,Z8
t__SGB15236,Z5,Z6
t__SGB15236,Z5,Z8
t__SGB15236,C7,Z5
t__SGB15236,C7,Z4
t__SGB15236,Z4,Z5
t__SGB15236,U9,Z6
t__SGB15236,U9,Z5
t__SGB15236,U9,Z12
t__SGB15236,U9,Z8
t__SGB15236,U4,U7
t__SGB15236,U4,U8
t__SGB15236,U4,Z6
t__SGB15236,U4,U6
t__SGB15236,U4,Z5
t__SGB15236,U4,Z12
t__SGB15236,U4,U9
t__SGB15236,U4,Z8
t__SGB15236,U4,U5
t__SGB15236,C5,U4
t__SGB15236,C11,C8
t__SGB15236,C11,U7
t__SGB15236,C11,U8
t__SGB15236,C11,C3
t__SGB15236,C11,Z6
t__SGB15236,C11,C6
t__SGB15236,C11,U6
t__SGB15236,C11,U12
t__SGB15236,C11,Z5
t__SGB15236,C11,Z12
t__SGB15236,C11,U9
t__SGB15236,C11,U4
t__SGB15236,C11,C5
t__SGB15236,C11,Z8
t__SGB15236,C11,U5
t__SGB15236,U5,Z6
t__SGB15236,U5,Z5
t__SGB15236,U5,U9
t__SGB15236,U5,Z8
t__SGB15238,C8,Z7
t__SGB15238,C3,U7
t__SGB15238,U4,U5
t__SGB15238,U4,U9
t__SGB15238,U4,Z1
t__SGB15238,U5,U9
t__SGB15238,Z12,Z3
t__SGB15244,U4,U9
t__SGB15244,U4,U6
t__SGB15244,U4,U5
t__SGB15244,U4,Z1
t__SGB15244,U4,Z5
t__SGB15244,U4,Z12
t__SGB15244,C10,U4
t__SGB15244,C10,U9
t__SGB15244,C10,U6
t__SGB15244,U6,U9
t__SGB15244,Z1,Z7
t__SGB15249,Z4,Z8
t__SGB15249,Z4,Z5
t__SGB15249,Z2,Z8
t__SGB15249,ERR14760509,ERR14760670
t__SGB15249,Z3,Z4
t__SGB15249,Z3,Z8
t__SGB15249,U4,Z10
t__SGB15249,U4,Z12
t__SGB15249,Z10,Z12
t__SGB15249,C6,U4
t__SGB15249,C6,Z10
t__SGB15249,C6,Z12
t__SGB15249,C6,U8
t__SGB15249,C6,U7
t__SGB15249,Z12,Z4
t__SGB15249,Z12,Z8
t__SGB15249,Z12,Z6
t__SGB15249,Z12,Z5
t__SGB15249,ERR14760603,ERR14760620
t__SGB15249,ERR14760441,ERR14760620
t__SGB15249,ERR14760441,ERR14760611
t__SGB15249,ERR14760611,ERR14760620
t__SGB15249,C5,Z6
t__SGB15249,C11,U3
t__SGB15249,ERR14760436,ERR14760810
t__SGB15249,Z5,Z8
t__SGB15249,U8,Z4
t__SGB15249,U8,Z8
t__SGB15249,U8,Z10
t__SGB15249,U8,Z12
t__SGB15249,U8,Z5
t__SGB15249,U8,Z1
t__SGB15249,U8,U9
t__SGB15249,U7,Z4
t__SGB15249,U7,Z8
t__SGB15249,U7,Z10
t__SGB15249,U7,Z12
t__SGB15249,U7,Z5
t__SGB15249,U7,U8
t__SGB15249,U7,Z1
t__SGB15249,U7,U9
t__SGB15249,Z1,Z4
t__SGB15249,Z1,Z8
t__SGB15249,Z1,Z3
t__SGB15249,U9,Z4
t__SGB15249,U9,Z8
t__SGB15249,U9,Z3
t__SGB15249,U9,Z5
t__SGB15249,U9,Z1
t__SGB15249,U5,U9
t__SGB15254,ERR14760704,ERR14760770
t__SGB15254,U12,Z2
t__SGB15254,ERR14760603,ERR14760718
t__SGB15254,ERR14760581,ERR14760770
t__SGB15254,ERR14760581,ERR14760718
t__SGB15254,ERR14760581,ERR14760603
t__SGB15254,ERR14760581,ERR14760637
t__SGB15254,Z7,Z8
t__SGB15254,C7,Z8
t__SGB15254,C7,U3
t__SGB15254,U3,Z7
t__SGB15254,U3,Z8
t__SGB15254,C6,U7
t__SGB15254,C6,U8
t__SGB15254,U7,U8
t__SGB15254,C10,C5
t__SGB15254,C10,U4
t__SGB15254,C10,Z12
t__SGB15254,C10,Z4
t__SGB15254,C5,U5
t__SGB15254,C5,U4
t__SGB15254,C5,Z12
t__SGB15254,C5,Z4
t__SGB15254,Z11,Z12
t__SGB15254,Z11,Z4
t__SGB15254,U5,Z11
t__SGB15254,U5,Z12
t__SGB15254,U5,Z4
t__SGB15254,U4,Z11
t__SGB15254,U4,U5
t__SGB15254,U4,Z12
t__SGB15254,U4,Z10
t__SGB15254,U4,Z4
t__SGB15254,Z12,Z4
t__SGB15254,C12,U4
t__SGB15254,C12,Z12
t__SGB15254,C12,Z4
t__SGB15254,Z10,Z12
t__SGB15254,Z10,Z4
t__SGB15254,ERR14760504,ERR14760619
t__SGB15254,C8,U4
t__SGB15254,C8,Z12
t__SGB15254,C8,Z4
t__SGB15254,C8,C9
t__SGB15254,C9,U4
t__SGB15254,C9,Z12
t__SGB15254,C9,Z4
t__SGB15254,C3,U4
t__SGB15254,C3,Z12
t__SGB15254,C3,Z4
t__SGB15254,C3,C8
t__SGB15254,C3,C9
t__SGB15254,ERR14760436,ERR14760447
t__SGB15254,ERR14760436,ERR14760441
t__SGB15254,ERR14760436,ERR14760611
t__SGB15254,ERR14760436,ERR14760653
t__SGB15254,ERR14760426,ERR14760436
t__SGB15254,ERR14760426,ERR14760561
t__SGB15254,ERR14760426,ERR14760447
t__SGB15254,ERR14760426,ERR14760867
t__SGB15254,ERR14760426,ERR14760441
t__SGB15254,ERR14760426,ERR14760611
t__SGB15254,ERR14760447,ERR14760561
t__SGB15254,ERR14760447,ERR14760611
t__SGB15254,ERR14760441,ERR14760447
t__SGB15254,ERR14760441,ERR14760611
t__SGB15254,ERR14760441,ERR14760653
t__SGB15254,ERR14760611,ERR14760653
t__SGB15254,ERR14760620,ERR14760653
t__SGB15254,C11,C6
t__SGB15254,ERR14760509,ERR14760581
t__SGB15254,ERR14760509,ERR14760697
t__SGB15254,ERR14760509,ERR14760637
t__SGB15254,Z1,Z7
t__SGB15254,Z1,Z6
t__SGB15254,Z6,Z7
t__SGB15254,ERR14760670,ERR14760770
t__SGB15256,ERR14760603,ERR14760847
t__SGB15256,U4,Z8
t__SGB15256,C1,U8
t__SGB15256,Z2,Z3
t__SGB15256,C8,Z4
t__SGB15256,ERR14760620,ERR14760670
t__SGB15260,C12,Z8
t__SGB15260,ERR14760628,ERR14760867
t__SGB15260,U5,Z8
t__SGB15260,U5,U8
t__SGB15260,ERR14760653,ERR14760710
t__SGB15260,C10,U6
t__SGB15260,ERR14760504,ERR14760509
t__SGB15285,C7,Z2
t__SGB15285,C7,U9
t__SGB15285,U8,Z6
t__SGB15285,Z1,Z6
t__SGB15285,U11,U4
t__SGB15285,U11,U6
t__SGB15285,U4,U6
t__SGB15285,U9,Z2
t__SGB15285,C3,Z2
t__SGB15285,C3,C7
t__SGB15285,C3,U9
t__SGB15285,C11,Z2
t__SGB15285,C11,C7
t__SGB15285,C11,U9
t__SGB15285,C11,C3
t__SGB15286,ERR14760522,ERR14760628
t__SGB15286,C10,U2
t__SGB15286,U3,U8
t__SGB15286,C1,Z10
t__SGB15286,C1,U8
t__SGB15286,U8,Z10
t__SGB15286,C2,Z6
t__SGB15286,C2,U3
t__SGB15286,C2,U8
t__SGB15286,C12,C2
t__SGB15286,Z1,Z5
t__SGB15291,U10,Z5
t__SGB15291,ERR14760522,ERR14760576
t__SGB15291,ERR14760522,ERR14760770
t__SGB15291,C9,Z1
t__SGB15291,ERR14760619,ERR14760762
t__SGB15291,C10,Z3
t__SGB15291,U2,Z10
t__SGB15291,U1,U2
t__SGB15291,U1,Z10
t__SGB15295,U9,Z10
t__SGB15295,C12,U9
t__SGB15295,C12,Z10
t__SGB15295,C10,U9
t__SGB15295,C10,C12
t__SGB15295,C10,Z10
t__SGB15295,Z12,Z9
t__SGB15299,C1,C11
t__SGB15299,C12,Z2
t__SGB15299,C10,C4
t__SGB15299,C10,Z7
t__SGB15299,C9,Z1
t__SGB15299,Z1,Z12
t__SGB15299,U8,Z3
t__SGB15300,ERR14760611,ERR14760865
t__SGB15300,ERR14760447,ERR14760611
t__SGB15300,ERR14760447,ERR14760548
t__SGB15300,ERR14760548,ERR14760611
t__SGB15300,ERR14760548,ERR14760865
t__SGB15300,C5,C7
t__SGB15309_group,U5,Z12
t__SGB15309_group,C9,U5
t__SGB15309_group,C9,U11
t__SGB15309_group,U11,U5
t__SGB15309_group,C2,C9
t__SGB15309_group,C2,U11
t__SGB15309_group,C4,U5
t__SGB15309_group,C1,C3
t__SGB15309_group,C3,U5
t__SGB15309_group,C3,Z12
t__SGB15309_group,C12,Z7
t__SGB15309_group,C12,C8
t__SGB15309_group,C7,U9
t__SGB15309_group,C8,U5
t__SGB15309_group,C8,Z7
t__SGB15309_group,ERR14760576,ERR14760704
t__SGB15309_group,ERR14760576,ERR14760697
t__SGB15309_group,Z1,Z5
t__SGB15309_group,C11,Z1
t__SGB15309_group,C11,Z5
t__SGB15309_group,ERR14760628,ERR14760704
t__SGB15309_group,ERR14760704,ERR14760762
t__SGB15309_group,ERR14760637,ERR14760809
t__SGB15309_group,ERR14760509,ERR14760697
t__SGB15316,Z1,Z12
t__SGB15316,U11,Z1
t__SGB15316,U11,Z12
t__SGB15316,C9,Z1
t__SGB15316,C9,U11
t__SGB15316,C9,U10
t__SGB15316,ERR14760631,ERR14760762
t__SGB15316,ERR14760653,ERR14760762
t__SGB15316,ERR14760648,ERR14760653
t__SGB15316,ERR14760648,ERR14760762
t__SGB15316,ERR14760447,ERR14760762
t__SGB15316,ERR14760447,ERR14760648
t__SGB15316,ERR14760447,ERR14760561
t__SGB15316,ERR14760561,ERR14760648
t__SGB15316,ERR14760724,ERR14760762
t__SGB15316,C1,U11
t__SGB15316,C1,C9
t__SGB15316,C1,Z9
t__SGB15316,C1,C4
t__SGB15316,C1,Z5
t__SGB15316,C1,U5
t__SGB15316,C1,C8
t__SGB15316,C1,Z11
t__SGB15316,C1,C6
t__SGB15316,C1,U7
t__SGB15316,C1,U10
t__SGB15316,C1,C7
t__SGB15316,C1,C5
t__SGB15316,C4,Z9
t__SGB15316,Z5,Z9
t__SGB15316,Z6,Z7
t__SGB15316,U5,Z7
t__SGB15316,U5,Z11
t__SGB15316,C8,Z7
t__SGB15316,C8,U5
t__SGB15316,C8,Z11
t__SGB15316,C8,U10
t__SGB15316,U12,U5
t__SGB15316,U12,Z11
t__SGB15316,Z2,Z3
t__SGB15316,U10,U11
t__SGB15316,U10,Z9
t__SGB15316,U10,U5
t__SGB15316,U10,Z11
t__SGB15316,U10,Z4
t__SGB15316,C7,Z1
t__SGB15316,C7,U11
t__SGB15316,C7,C9
t__SGB15316,C7,Z9
t__SGB15316,C7,Z5
t__SGB15316,C7,U5
t__SGB15316,C7,C8
t__SGB15316,C7,Z11
t__SGB15316,C7,U10
t__SGB15316,C7,Z4
t__SGB15316,C7,Z12
t__SGB15316,ERR14760603,ERR14760718
t__SGB15316,ERR14760426,ERR14760603
t__SGB15316,C5,Z1
t__SGB15316,C5,U11
t__SGB15316,C5,C9
t__SGB15316,C5,U10
t__SGB15316,C5,C7
t__SGB15316,C5,Z12
t__SGB15316,C2,U11
t__SGB15316,C2,C5
t__SGB15317,ERR14760603,ERR14760865
t__SGB15317,ERR14760704,ERR14760762
t__SGB15317,ERR14760619,ERR14760631
t__SGB15317,C10,Z8
t__SGB15317,C10,C7
t__SGB15317,C7,Z8
t__SGB15317,C7,U6
t__SGB15317,C7,Z11
t__SGB15317,C7,U8
t__SGB15317,C5,C7
t__SGB15317,Z1,Z11
t__SGB15317,ERR14760504,ERR14760628
t__SGB15317,ERR14760504,ERR14760509
t__SGB15317,ERR14760504,ERR14760631
t__SGB15317,ERR14760509,ERR14760631
t__SGB15317,ERR14760631,ERR14760762
t__SGB15317,ERR14760631,ERR14760847
t__SGB15318,ERR14760697,ERR14760710
t__SGB15318,U8,Z9
t__SGB15318,U8,Z3
t__SGB15318,U8,Z1
t__SGB15318,ERR14760426,ERR14760810
t__SGB15318,ERR14760426,ERR14760718
t__SGB15318,ERR14760441,ERR14760631
t__SGB15318,ERR14760441,ERR14760637
t__SGB15318,ERR14760441,ERR14760710
t__SGB15318,ERR14760631,ERR14760697
t__SGB15318,ERR14760631,ERR14760724
t__SGB15318,ERR14760631,ERR14760704
t__SGB15318,ERR14760631,ERR14760637
t__SGB15318,ERR14760631,ERR14760710
t__SGB15318,ERR14760509,ERR14760631
t__SGB15318,ERR14760509,ERR14760637
t__SGB15318,ERR14760637,ERR14760697
t__SGB15318,ERR14760637,ERR14760710
t__SGB15318,C9,U11
t__SGB15318,C3,Z9
t__SGB15318,C3,U12
t__SGB15318,U12,Z9
t__SGB15318,Z7,Z9
t__SGB15318,U7,Z7
t__SGB15318,Z10,Z9
t__SGB15318,C11,U9
t__SGB15318,U9,Z9
t__SGB15318,U9,Z7
t__SGB15318,U9,Z10
t__SGB15318,U9,Z2
t__SGB15318,U9,Z12
t__SGB15318,U9,Z3
t__SGB15318,U4,U9
t__SGB15318,U4,Z2
t__SGB15318,C10,Z9
t__SGB15318,C10,Z3
t__SGB15318,U3,Z9
t__SGB15318,U3,U9
t__SGB15318,U3,Z12
t__SGB15318,U3,Z3
t__SGB15318,C6,Z9
t__SGB15318,Z12,Z9
t__SGB15318,Z12,Z3
t__SGB15318,Z3,Z9
t__SGB15318,C5,Z9
t__SGB15318,C5,U9
t__SGB15318,C5,Z3
t__SGB15318,C1,Z8
t__SGB15318,Z8,Z9
t__SGB15318,Z4,Z8
t__SGB15318,ERR14760561,ERR14760631
t__SGB15318,Z1,Z9
t__SGB15318,Z1,Z3
t__SGB15318,C8,U8
t__SGB15318,C8,Z9
t__SGB15318,C8,Z3
t__SGB15318,C8,Z1
t__SGB15323,ERR14760606,ERR14760628
t__SGB15323,ERR14760611,ERR14760844
t__SGB15323,ERR14760538,ERR14760844
t__SGB15323,ERR14760538,ERR14760611
t__SGB15323,ERR14760538,ERR14760561
t__SGB15323,ERR14760561,ERR14760606
t__SGB15323,ERR14760561,ERR14760844
t__SGB15323,ERR14760561,ERR14760611
t__SGB15323,ERR14760561,ERR14760603
t__SGB15323,ERR14760561,ERR14760628
t__SGB15323,ERR14760644,ERR14760682
t__SGB15323,U11,Z10
t__SGB15323,U11,Z9
t__SGB15323,U11,Z4
t__SGB15323,U11,Z12
t__SGB15323,U11,Z2
t__SGB15323,C1,U11
t__SGB15323,C1,C6
t__SGB15323,C1,C5
t__SGB15323,C1,Z10
t__SGB15323,C1,Z9
t__SGB15323,C1,Z4
t__SGB15323,C1,Z12
t__SGB15323,C6,U11
t__SGB15323,C6,Z10
t__SGB15323,C6,C7
t__SGB15323,C6,U6
t__SGB15323,C6,U4
t__SGB15323,C6,Z9
t__SGB15323,C6,Z4
t__SGB15323,C6,Z7
t__SGB15323,C6,Z12
t__SGB15323,C6,Z2
t__SGB15323,C5,U11
t__SGB15323,C5,C6
t__SGB15323,C5,Z10
t__SGB15323,C5,C7
t__SGB15323,C5,U6
t__SGB15323,C5,U4
t__SGB15323,C5,Z9
t__SGB15323,C5,Z4
t__SGB15323,C5,Z7
t__SGB15323,C5,Z12
t__SGB15323,C5,Z2
t__SGB15323,Z10,Z9
t__SGB15323,Z10,Z12
t__SGB15323,C7,Z10
t__SGB15323,C7,U6
t__SGB15323,C7,Z5
t__SGB15323,C7,Z6
t__SGB15323,U6,Z10
t__SGB15323,U6,Z5
t__SGB15323,U6,Z6
t__SGB15323,Z5,Z6
t__SGB15323,C11,U11
t__SGB15323,C11,C6
t__SGB15323,C11,C5
t__SGB15323,C11,U4
t__SGB15323,C11,Z9
t__SGB15323,C11,Z4
t__SGB15323,C11,Z12
t__SGB15323,U4,Z9
t__SGB15323,U4,Z4
t__SGB15323,Z4,Z9
t__SGB15323,Z4,Z8
t__SGB15323,Z8,Z9
t__SGB15323,Z7,Z9
t__SGB15323,Z12,Z9
t__SGB15323,Z12,Z4
t__SGB15323,Z12,Z7
t__SGB15323,Z12,Z2
t__SGB15323,Z2,Z9
t__SGB15323,Z2,Z7
t__SGB15323,ERR14760631,ERR14760867
t__SGB15323,ERR14760603,ERR14760648
t__SGB15323,ERR14760603,ERR14760628
t__SGB15323,ERR14760628,ERR14760718
t__SGB15323,ERR14760628,ERR14760648
t__SGB15332,ERR14760576,ERR14760770
t__SGB15332,ERR14760576,ERR14760619
t__SGB15332,ERR14760619,ERR14760682
t__SGB15332,C4,Z12
t__SGB15332,C4,U8
t__SGB15332,C4,Z9
t__SGB15332,C4,U11
t__SGB15332,C4,C7
t__SGB15332,C10,C4
t__SGB15332,C10,Z12
t__SGB15332,C10,U8
t__SGB15332,C10,U9
t__SGB15332,C10,Z1
t__SGB15332,C10,Z9
t__SGB15332,C10,U11
t__SGB15332,C10,C7
t__SGB15332,C10,C9
t__SGB15332,C1,Z12
t__SGB15332,Z12,Z9
t__SGB15332,Z12,Z3
t__SGB15332,C11,Z12
t__SGB15332,C11,Z5
t__SGB15332,C11,U8
t__SGB15332,C11,U9
t__SGB15332,C11,Z1
t__SGB15332,C11,C7
t__SGB15332,U8,Z12
t__SGB15332,U8,Z7
t__SGB15332,U8,U9
t__SGB15332,U8,Z1
t__SGB15332,U8,Z9
t__SGB15332,U9,Z12
t__SGB15332,U9,Z7
t__SGB15332,U9,Z1
t__SGB15332,U9,Z9
t__SGB15332,Z1,Z12
t__SGB15332,Z1,Z7
t__SGB15332,Z1,Z9
t__SGB15332,ERR14760670,ERR14760710
t__SGB15332,C2,Z12
t__SGB15332,C2,U8
t__SGB15332,C2,U9
t__SGB15332,C2,Z1
t__SGB15332,C2,C7
t__SGB15332,ERR14760561,ERR14760762
t__SGB15332,ERR14760561,ERR14760603
t__SGB15332,ERR14760603,ERR14760762
t__SGB15332,ERR14760441,ERR14760603
t__SGB15332,ERR14760618,ERR14760865
t__SGB15332,C8,Z12
t__SGB15332,C8,Z9
t__SGB15332,C8,Z3
t__SGB15332,C8,U11
t__SGB15332,Z3,Z9
t__SGB15332,Z11,Z9
t__SGB15332,Z11,Z3
t__SGB15332,U11,Z12
t__SGB15332,U11,U8
t__SGB15332,U11,U9
t__SGB15332,U11,Z1
t__SGB15332,U11,Z9
t__SGB15332,U11,Z3
t__SGB15332,U11,Z11
t__SGB15332,U11,U3
t__SGB15332,Z4,Z6
t__SGB15332,ERR14760509,ERR14760718
t__SGB15332,ERR14760509,ERR14760697
t__SGB15332,ERR14760697,ERR14760718
t__SGB15332,U6,Z4
t__SGB15332,U6,Z6
t__SGB15332,U6,Z2
t__SGB15332,U6,Z10
t__SGB15332,C12,U6
t__SGB15332,C6,Z4
t__SGB15332,C6,U6
t__SGB15332,C6,Z2
t__SGB15332,C6,Z10
t__SGB15332,C6,U3
t__SGB15332,Z2,Z4
t__SGB15332,U3,Z9
t__SGB15332,U3,Z4
t__SGB15332,U3,U6
t__SGB15332,U3,Z2
t__SGB15332,U3,Z10
t__SGB15332,C7,Z12
t__SGB15332,C7,U8
t__SGB15332,C7,U9
t__SGB15332,C7,Z1
t__SGB15332,C7,C8
t__SGB15332,C7,Z9
t__SGB15332,C7,Z3
t__SGB15332,C7,Z11
t__SGB15332,C7,U11
t__SGB15332,C7,U3
t__SGB15332,C7,C9
t__SGB15332,ERR14760436,ERR14760770
t__SGB15332,ERR14760504,ERR14760770
t__SGB15332,ERR14760504,ERR14760631
t__SGB15332,ERR14760504,ERR14760611
t__SGB15332,ERR14760611,ERR14760810
t__SGB15332,ERR14760611,ERR14760770
t__SGB15339,Z2,Z9
t__SGB15339,C1,Z2
t__SGB15339,C1,Z9
t__SGB15339,C1,U3
t__SGB15339,C1,C6
t__SGB15339,C2,Z9
t__SGB15339,U7,Z12
t__SGB15339,C8,U7
t__SGB15339,C8,Z12
t__SGB15339,Z12,Z9
t__SGB15339,U11,Z1
t__SGB15339,C3,Z2
t__SGB15339,C3,Z9
t__SGB15339,C3,Z12
t__SGB15339,C3,Z11
t__SGB15339,C3,Z4
t__SGB15339,C3,C5
t__SGB15339,C3,U9
t__SGB15339,C3,U3
t__SGB15339,C3,C6
t__SGB15339,Z4,Z9
t__SGB15339,C5,U8
t__SGB15339,C5,U3
t__SGB15339,C4,U2
t__SGB15339,U6,U9
t__SGB15339,ERR14760611,ERR14760619
t__SGB15339,Z3,Z6
t__SGB15339,U3,Z2
t__SGB15339,U3,Z9
t__SGB15339,U3,Z12
t__SGB15339,U3,Z4
t__SGB15339,U3,U9
t__SGB15339,C6,Z2
t__SGB15339,C6,Z9
t__SGB15339,C6,U3
t__SGB15340,C1,Z11
t__SGB15340,C1,C7
t__SGB15340,C1,Z2
t__SGB15340,C1,Z3
t__SGB15340,C1,C3
t__SGB15340,C1,Z12
t__SGB15340,C1,U9
t__SGB15340,C1,C6
t__SGB15340,Z11,Z2
t__SGB15340,Z11,Z3
t__SGB15340,Z11,Z12
t__SGB15340,C8,Z11
t__SGB15340,U7,Z11
t__SGB15340,U7,Z2
t__SGB15340,U7,U8
t__SGB15340,U7,Z3
t__SGB15340,U7,Z12
t__SGB15340,C7,Z11
t__SGB15340,C7,U7
t__SGB15340,C7,U11
t__SGB15340,C7,Z2
t__SGB15340,C7,U8
t__SGB15340,C7,Z3
t__SGB15340,C7,U5
t__SGB15340,C7,Z12
t__SGB15340,C7,U9
t__SGB15340,U11,U7
t__SGB15340,U11,Z2
t__SGB15340,U11,Z3
t__SGB15340,U11,Z12
t__SGB15340,Z2,Z3
t__SGB15340,U8,Z2
t__SGB15340,U8,Z9
t__SGB15340,U8,Z3
t__SGB15340,U8,Z12
t__SGB15340,C10,U7
t__SGB15340,C10,C7
t__SGB15340,C10,Z2
t__SGB15340,C10,U8
t__SGB15340,C10,Z9
t__SGB15340,C10,C2
t__SGB15340,C10,Z3
t__SGB15340,C10,C3
t__SGB15340,C10,U5
t__SGB15340,C10,Z12
t__SGB15340,C10,C6
t__SGB15340,U10,Z9
t__SGB15340,U10,Z3
t__SGB15340,C2,C7
t__SGB15340,C2,Z2
t__SGB15340,C2,U8
t__SGB15340,C2,Z9
t__SGB15340,C2,U10
t__SGB15340,C2,U12
t__SGB15340,C2,C9
t__SGB15340,C2,C5
t__SGB15340,C2,Z3
t__SGB15340,C2,C3
t__SGB15340,C5,C9
t__SGB15340,Z3,Z9
t__SGB15340,C3,Z11
t__SGB15340,C3,U7
t__SGB15340,C3,C7
t__SGB15340,C3,U11
t__SGB15340,C3,Z2
t__SGB15340,C3,U8
t__SGB15340,C3,Z9
t__SGB15340,C3,Z3
t__SGB15340,C3,U5
t__SGB15340,C3,Z12
t__SGB15340,C3,U9
t__SGB15340,C3,C6
t__SGB15340,U5,U7
t__SGB15340,U5,Z2
t__SGB15340,U5,U8
t__SGB15340,U5,Z3
t__SGB15340,U5,Z12
t__SGB15340,Z12,Z2
t__SGB15340,Z12,Z3
t__SGB15340,Z12,Z8
t__SGB15340,C4,U9
t__SGB15340,C4,C6
t__SGB15340,U3,U6
t__SGB15340,U3,Z4
t__SGB15340,U3,U9
t__SGB15340,U6,Z4
t__SGB15340,U6,U9
t__SGB15340,C11,U3
t__SGB15340,C11,U6
t__SGB15340,C11,Z4
t__SGB15340,U4,U9
t__SGB15340,U9,Z11
t__SGB15340,U9,Z2
t__SGB15340,U9,Z3
t__SGB15340,U9,Z12
t__SGB15340,U9,Z4
t__SGB15340,C6,Z11
t__SGB15340,C6,C8
t__SGB15340,C6,U7
t__SGB15340,C6,C7
t__SGB15340,C6,U11
t__SGB15340,C6,Z2
t__SGB15340,C6,U8
t__SGB15340,C6,Z3
t__SGB15340,C6,U5
t__SGB15340,C6,Z12
t__SGB15340,C6,Z8
t__SGB15340,C6,U3
t__SGB15340,C6,Z4
t__SGB15340,C6,U4
t__SGB15340,C6,U9
t__SGB15342,ERR14760611,ERR14760867
t__SGB15342,ERR14760611,ERR14760695
t__SGB15342,ERR14760611,ERR14760631
t__SGB15342,ERR14760611,ERR14760618
t__SGB15342,ERR14760611,ERR14760862
t__SGB15342,ERR14760611,ERR14760814
t__SGB15342,ERR14760426,ERR14760611
t__SGB15342,ERR14760426,ERR14760867
t__SGB15342,ERR14760426,ERR14760436
t__SGB15342,ERR14760436,ERR14760611
t__SGB15342,ERR14760436,ERR14760867
t__SGB15342,ERR14760436,ERR14760619
t__SGB15342,ERR14760436,ERR14760695
t__SGB15342,ERR14760436,ERR14760631
t__SGB15342,ERR14760436,ERR14760618
t__SGB15342,ERR14760436,ERR14760862
t__SGB15342,ERR14760436,ERR14760603
t__SGB15342,ERR14760436,ERR14760814
t__SGB15342,ERR14760436,ERR14760538
t__SGB15342,ERR14760695,ERR14760862
t__SGB15342,ERR14760631,ERR14760695
t__SGB15342,ERR14760631,ERR14760862
t__SGB15342,ERR14760618,ERR14760695
t__SGB15342,ERR14760618,ERR14760631
t__SGB15342,ERR14760618,ERR14760628
t__SGB15342,ERR14760618,ERR14760862
t__SGB15342,C3,Z12
t__SGB15342,ERR14760603,ERR14760611
t__SGB15342,ERR14760603,ERR14760695
t__SGB15342,ERR14760603,ERR14760631
t__SGB15342,ERR14760603,ERR14760618
t__SGB15342,ERR14760603,ERR14760862
t__SGB15342,C12,U3
t__SGB15342,ERR14760548,ERR14760814
t__SGB15342,ERR14760548,ERR14760648
t__SGB15342,ERR14760548,ERR14760786
t__SGB15342,ERR14760538,ERR14760611
t__SGB15342,ERR14760538,ERR14760814
t__SGB15346,C3,C9
t__SGB15346,C3,C4
t__SGB15346,C4,C9
t__SGB15346,U2,U8
t__SGB15346,U2,U6
