SGB,Sample1,Sample2
t__SGB3539,ERR14760581,ERR14760810
t__SGB3539,Z11,Z12
t__SGB3539,C9,U3
t__SGB3539,U11,Z5
t__SGB3539,C11,U11
t__SGB3539,C11,Z5
t__SGB3539,U6,Z6
t__SGB3539,U4,Z2
t__SGB3539,U4,Z1
t__SGB3539,Z2,Z3
t__SGB3539,Z1,Z2
t__SGB3539,Z1,Z3
t__SGB3539,U5,U9
t__SGB3539,U12,U7
t__SGB3539,U12,Z3
t__SGB3539,U7,Z3
t__SGB3539,Z4,Z8
t__SGB3668,U3,Z5
t__SGB3668,U3,U9
t__SGB3668,C6,Z7
t__SGB3668,C6,U11
t__SGB3668,C6,U12
t__SGB3668,C4,C6
t__SGB3668,C4,Z7
t__SGB3668,C4,U11
t__SGB3668,C4,U12
t__SGB3668,U11,Z7
t__SGB3668,U11,U12
t__SGB3668,U12,Z7
t__SGB3668,C8,U4
t__SGB3668,C5,U8
t__SGB3668,U8,Z6
t__SGB3668,Z2,Z4
t__SGB3668,U6,Z4
t__SGB3668,U9,Z5
t__SGB3677,C2,Z3
t__SGB3677,ERR14760606,ERR14760865
t__SGB3677,C8,Z11
t__SGB3677,C8,U8
t__SGB3677,U8,Z11
t__SGB3677,U9,Z6
t__SGB3677,U9,Z12
t__SGB3677,U9,Z2
t__SGB3677,C1,C9
t__SGB3677,C9,U9
t__SGB3677,U6,U9
t__SGB3677,U6,Z12
t__SGB3677,U6,U7
t__SGB3677,U6,Z2
t__SGB3677,Z12,Z6
t__SGB3677,Z12,Z2
t__SGB3677,U7,Z12
t__SGB3677,U7,Z2
t__SGB3677,Z2,Z6
t__SGB3677,ERR14760522,ERR14760576
t__SGB3677,ERR14760670,ERR14760847
t__SGB3677,ERR14760426,ERR14760447
t__SGB3677,ERR14760426,ERR14760436
t__SGB3677,ERR14760426,ERR14760538
t__SGB3677,ERR14760436,ERR14760447
t__SGB3677,ERR14760436,ERR14760538
t__SGB3677,ERR14760538,ERR14760710
t__SGB3677,U1,U12
t__SGB3677,C5,U1
t__SGB3677,C5,Z8
t__SGB3677,C5,U12
t__SGB3677,C5,Z4
t__SGB3677,U12,Z8
t__SGB3677,U12,Z4
t__SGB3677,Z4,Z8
t__SGB3677,C3,C5
t__SGB3677,C3,Z5
t__SGB4198,ERR14760810,ERR14760844
t__SGB4198,ERR14760504,ERR14760771
t__SGB4198,C9,Z1
t__SGB4198,ERR14760436,ERR14760611
t__SGB4198,ERR14760644,ERR14760810
t__SGB4198,ERR14760644,ERR14760844
t__SGB4212,C7,Z12
t__SGB4212,U5,Z4
t__SGB4212,ERR14760603,ERR14760637
t__SGB4212,ERR14760436,ERR14760504
t__SGB4212,C1,C3
t__SGB4247,C6,U6
t__SGB4247,C6,U4
t__SGB4247,C6,Z1
t__SGB4247,C6,U5
t__SGB4247,C6,Z12
t__SGB4247,C6,C8
t__SGB4247,C9,U4
t__SGB4247,U4,Z1
t__SGB4247,C10,U2
t__SGB4247,C10,Z4
t__SGB4247,C10,Z1
t__SGB4247,U2,Z4
t__SGB4247,U2,Z1
t__SGB4247,Z1,Z4
t__SGB4247,C5,C6
t__SGB4247,C5,U5
t__SGB4285,ERR14760504,ERR14760618
t__SGB4285,ERR14760628,ERR14760770
t__SGB4285,ERR14760522,ERR14760628
t__SGB4285,ERR14760522,ERR14760618
t__SGB4285,ERR14760618,ERR14760628
t__SGB4285,ERR14760618,ERR14760653
t__SGB4285,C8,U4
t__SGB4285,U11,U6
t__SGB4285,U11,Z10
t__SGB4285,U11,U4
t__SGB4285,C5,Z10
t__SGB4285,C5,U4
t__SGB4285,U4,U8
t__SGB4285,U4,U6
t__SGB4285,U4,Z10
t__SGB4285,U4,Z4
t__SGB4285,U4,Z5
t__SGB4285,U3,U4
t__SGB4285,U3,Z4
t__SGB4285,C11,U4
t__SGB4285,C11,Z5
t__SGB4285,ERR14760611,ERR14760867
t__SGB4272,U10,Z12
t__SGB4272,C2,Z12
t__SGB4272,ERR14760648,ERR14760724
t__SGB4272,ERR14760648,ERR14760770
t__SGB4272,C1,U10
t__SGB4272,C1,Z1
t__SGB4272,C1,U2
t__SGB4272,C12,U11
t__SGB4272,C11,U11
t__SGB4272,C5,Z3
t__SGB4290,ERR14760504,ERR14760847
t__SGB4290,C1,Z4
t__SGB4290,ERR14760447,ERR14760786
t__SGB4290,ERR14760436,ERR14760447
t__SGB4290,ERR14760436,ERR14760786
t__SGB4290,Z12,Z4
t__SGB4290,Z4,Z6
t__SGB4290,U4,Z4
t__SGB4290,U7,Z1
t__SGB4290,U5,Z7
t__SGB4333,U5,Z5
t__SGB4333,C11,Z11
t__SGB4333,C4,C7
t__SGB4333,ERR14760561,ERR14760724
t__SGB4333,ERR14760561,ERR14760606
t__SGB4333,ERR14760561,ERR14760695
t__SGB4333,ERR14760561,ERR14760786
t__SGB4333,ERR14760561,ERR14760762
t__SGB4333,ERR14760724,ERR14760786
t__SGB4333,ERR14760606,ERR14760724
t__SGB4333,ERR14760606,ERR14760695
t__SGB4333,ERR14760606,ERR14760786
t__SGB4333,ERR14760695,ERR14760724
t__SGB4333,ERR14760695,ERR14760786
t__SGB4333,U12,Z4
t__SGB4333,U2,Z4
t__SGB4333,C12,U10
t__SGB4333,Z1,Z10
t__SGB4333,C5,U5
t__SGB4333,C5,Z5
t__SGB4327,C5,Z3
t__SGB4327,C3,C4
t__SGB4327,C3,C9
t__SGB4327,C4,C9
t__SGB4327,ERR14760441,ERR14760504
t__SGB4327,U1,Z2
t__SGB4350,ERR14760576,ERR14760847
t__SGB4350,U11,Z10
t__SGB4350,U11,U3
t__SGB4350,U3,Z10
t__SGB4350,C3,U7
t__SGB4350,C7,Z7
t__SGB4350,C10,C11
t__SGB4350,Z11,Z3
t__SGB4367,ERR14760611,ERR14760786
t__SGB4367,ERR14760428,ERR14760603
t__SGB4367,ERR14760504,ERR14760522
t__SGB4367,ERR14760644,ERR14760810
t__SGB4367,C10,Z12
t__SGB4367,C6,Z1
t__SGB4367,C6,U4
t__SGB4367,U4,Z1
t__SGB4367,C11,U12
t__SGB4373,ERR14760644,ERR14760810
t__SGB4373,U5,Z7
t__SGB4418,ERR14760509,ERR14760576
t__SGB4418,U3,Z6
t__SGB4418,C3,U8
t__SGB4418,ERR14760810,ERR14760867
t__SGB4418,ERR14760653,ERR14760837
t__SGB4418,ERR14760611,ERR14760653
t__SGB4418,ERR14760611,ERR14760837
t__SGB4557,ERR14760619,ERR14760644
t__SGB4557,ERR14760619,ERR14760809
t__SGB4557,ERR14760644,ERR14760867
t__SGB4557,ERR14760644,ERR14760809
t__SGB4557,C8,Z5
t__SGB4557,C8,Z1
t__SGB4557,C8,U10
t__SGB4557,Z1,Z5
t__SGB4557,U10,Z5
t__SGB4557,U10,Z1
t__SGB4557,ERR14760704,ERR14760867
t__SGB4557,ERR14760704,ERR14760809
t__SGB4557,ERR14760611,ERR14760867
t__SGB4557,ERR14760611,ERR14760704
t__SGB4557,ERR14760809,ERR14760867
t__SGB4563,C8,U3
t__SGB4563,C8,U7
t__SGB4563,C8,U12
t__SGB4563,C8,Z11
t__SGB4563,C8,Z9
t__SGB4563,ERR14760581,ERR14760637
t__SGB4563,ERR14760637,ERR14760809
t__SGB4563,C5,C8
t__SGB4563,C5,U12
t__SGB4563,C5,Z11
t__SGB4563,C5,Z10
t__SGB4563,C5,Z9
t__SGB4563,C5,Z12
t__SGB4563,C5,Z3
t__SGB4563,C5,C7
t__SGB4563,U12,U3
t__SGB4563,U12,Z11
t__SGB4563,U12,Z10
t__SGB4563,U12,Z9
t__SGB4563,U12,Z12
t__SGB4563,U12,U8
t__SGB4563,U12,Z1
t__SGB4563,U12,Z3
t__SGB4563,Z11,Z9
t__SGB4563,Z11,Z12
t__SGB4563,Z11,Z3
t__SGB4563,Z10,Z11
t__SGB4563,Z10,Z9
t__SGB4563,Z10,Z12
t__SGB4563,Z12,Z9
t__SGB4563,Z12,Z4
t__SGB4563,Z12,Z3
t__SGB4563,U8,Z11
t__SGB4563,U8,Z9
t__SGB4563,U8,Z4
t__SGB4563,U8,Z12
t__SGB4563,U11,U12
t__SGB4563,U11,Z11
t__SGB4563,U11,Z9
t__SGB4563,U11,Z4
t__SGB4563,U11,Z12
t__SGB4563,U11,U8
t__SGB4563,U11,Z3
t__SGB4563,C10,U5
t__SGB4563,Z1,Z11
t__SGB4563,Z1,Z9
t__SGB4563,Z1,Z12
t__SGB4563,Z1,Z3
t__SGB4563,Z3,Z9
t__SGB4563,C9,U12
t__SGB4563,C9,Z11
t__SGB4563,C9,Z9
t__SGB4563,C9,Z12
t__SGB4563,C9,Z1
t__SGB4563,C9,Z3
t__SGB4563,C4,C5
t__SGB4563,C4,U12
t__SGB4563,C4,Z11
t__SGB4563,C4,Z10
t__SGB4563,C4,Z9
t__SGB4563,C4,Z12
t__SGB4563,C4,U8
t__SGB4563,C4,U11
t__SGB4563,C4,Z1
t__SGB4563,C4,Z3
t__SGB4563,C4,C9
t__SGB4563,C4,C7
t__SGB4563,C7,U12
t__SGB4563,C7,Z11
t__SGB4563,C7,Z9
t__SGB4563,C7,Z12
t__SGB4563,C7,Z3
t__SGB4575,C3,C9
t__SGB4575,C3,C8
t__SGB4575,C8,Z11
t__SGB4575,U7,Z10
t__SGB4575,U7,Z5
t__SGB4575,U7,Z7
t__SGB4575,U7,Z2
t__SGB4575,C1,U7
t__SGB4575,C1,Z10
t__SGB4575,C1,Z5
t__SGB4575,C1,C7
t__SGB4575,C1,U6
t__SGB4575,C1,Z7
t__SGB4575,C1,U12
t__SGB4575,C1,Z2
t__SGB4575,C1,U4
t__SGB4575,Z10,Z5
t__SGB4575,Z10,Z7
t__SGB4575,Z10,Z12
t__SGB4575,Z10,Z3
t__SGB4575,Z10,Z2
t__SGB4575,Z5,Z7
t__SGB4575,C7,U7
t__SGB4575,C7,Z10
t__SGB4575,C7,Z5
t__SGB4575,C7,U9
t__SGB4575,C7,U1
t__SGB4575,C7,Z4
t__SGB4575,C7,U6
t__SGB4575,C7,Z7
t__SGB4575,C7,Z12
t__SGB4575,C7,U3
t__SGB4575,C7,Z3
t__SGB4575,C7,U12
t__SGB4575,C7,Z2
t__SGB4575,C7,Z1
t__SGB4575,C7,U11
t__SGB4575,C7,U4
t__SGB4575,U9,Z10
t__SGB4575,U9,Z4
t__SGB4575,U9,Z7
t__SGB4575,U9,Z12
t__SGB4575,U9,Z3
t__SGB4575,U9,Z2
t__SGB4575,U9,Z1
t__SGB4575,U1,Z10
t__SGB4575,U1,U9
t__SGB4575,U1,Z4
t__SGB4575,U1,U6
t__SGB4575,U1,Z7
t__SGB4575,U1,Z12
t__SGB4575,U1,U3
t__SGB4575,U1,Z3
t__SGB4575,U1,U12
t__SGB4575,U1,Z2
t__SGB4575,U1,Z1
t__SGB4575,U1,U11
t__SGB4575,U1,U4
t__SGB4575,Z4,Z7
t__SGB4575,U6,U7
t__SGB4575,U6,Z10
t__SGB4575,U6,Z5
t__SGB4575,U6,U9
t__SGB4575,U6,Z4
t__SGB4575,U6,Z7
t__SGB4575,U6,Z12
t__SGB4575,U6,Z3
t__SGB4575,U6,Z2
t__SGB4575,U6,Z1
t__SGB4575,U6,Z8
t__SGB4575,C5,Z10
t__SGB4575,C5,C7
t__SGB4575,C5,U9
t__SGB4575,C5,U1
t__SGB4575,C5,Z4
t__SGB4575,C5,U6
t__SGB4575,C5,Z7
t__SGB4575,C5,Z12
t__SGB4575,C5,U3
t__SGB4575,C5,Z3
t__SGB4575,C5,U12
t__SGB4575,C5,Z2
t__SGB4575,C5,Z1
t__SGB4575,C5,U11
t__SGB4575,C5,U4
t__SGB4575,Z7,Z8
t__SGB4575,Z12,Z4
t__SGB4575,Z12,Z7
t__SGB4575,Z12,Z3
t__SGB4575,Z12,Z2
t__SGB4575,U3,Z10
t__SGB4575,U3,U9
t__SGB4575,U3,Z4
t__SGB4575,U3,U6
t__SGB4575,U3,Z7
t__SGB4575,U3,Z12
t__SGB4575,U3,Z3
t__SGB4575,U3,Z2
t__SGB4575,U3,Z1
t__SGB4575,U3,U4
t__SGB4575,Z3,Z4
t__SGB4575,Z3,Z7
t__SGB4575,U12,U7
t__SGB4575,U12,Z10
t__SGB4575,U12,Z5
t__SGB4575,U12,U9
t__SGB4575,U12,Z4
t__SGB4575,U12,U6
t__SGB4575,U12,Z7
t__SGB4575,U12,Z12
t__SGB4575,U12,U3
t__SGB4575,U12,Z3
t__SGB4575,U12,Z2
t__SGB4575,U12,Z1
t__SGB4575,U12,Z8
t__SGB4575,U12,U4
t__SGB4575,C11,Z10
t__SGB4575,C11,Z5
t__SGB4575,C11,C7
t__SGB4575,C11,U9
t__SGB4575,C11,U1
t__SGB4575,C11,Z4
t__SGB4575,C11,U6
t__SGB4575,C11,C5
t__SGB4575,C11,Z7
t__SGB4575,C11,Z12
t__SGB4575,C11,U3
t__SGB4575,C11,Z3
t__SGB4575,C11,U12
t__SGB4575,C11,C12
t__SGB4575,C11,Z2
t__SGB4575,C11,Z1
t__SGB4575,C11,U11
t__SGB4575,C11,Z8
t__SGB4575,C11,U4
t__SGB4575,C12,Z10
t__SGB4575,C12,C7
t__SGB4575,C12,U6
t__SGB4575,C12,Z7
t__SGB4575,C12,U12
t__SGB4575,C12,Z2
t__SGB4575,C12,Z1
t__SGB4575,C12,U11
t__SGB4575,C12,U4
t__SGB4575,Z2,Z5
t__SGB4575,Z2,Z4
t__SGB4575,Z2,Z7
t__SGB4575,Z2,Z3
t__SGB4575,Z2,Z8
t__SGB4575,Z1,Z10
t__SGB4575,Z1,Z5
t__SGB4575,Z1,Z4
t__SGB4575,Z1,Z7
t__SGB4575,Z1,Z12
t__SGB4575,Z1,Z3
t__SGB4575,Z1,Z2
t__SGB4575,Z1,Z8
t__SGB4575,U11,Z10
t__SGB4575,U11,Z5
t__SGB4575,U11,U9
t__SGB4575,U11,Z4
t__SGB4575,U11,U6
t__SGB4575,U11,Z7
t__SGB4575,U11,Z12
t__SGB4575,U11,U3
t__SGB4575,U11,Z3
t__SGB4575,U11,U12
t__SGB4575,U11,Z2
t__SGB4575,U11,Z1
t__SGB4575,U11,Z8
t__SGB4575,U11,U4
t__SGB4575,U4,U7
t__SGB4575,U4,Z10
t__SGB4575,U4,Z5
t__SGB4575,U4,U9
t__SGB4575,U4,U6
t__SGB4575,U4,Z7
t__SGB4575,U4,Z12
t__SGB4575,U4,Z3
t__SGB4575,U4,Z2
t__SGB4575,U4,Z1
t__SGB4577,U6,Z9
t__SGB4577,U6,Z4
t__SGB4577,U6,Z2
t__SGB4577,C12,U6
t__SGB4577,C12,Z9
t__SGB4577,C12,U5
t__SGB4577,C12,C7
t__SGB4577,C12,Z4
t__SGB4577,C12,Z7
t__SGB4577,C12,Z2
t__SGB4577,C12,U12
t__SGB4577,U5,U6
t__SGB4577,U5,Z9
t__SGB4577,U5,Z4
t__SGB4577,U5,Z7
t__SGB4577,U5,Z2
t__SGB4577,C11,U6
t__SGB4577,C11,C12
t__SGB4577,C11,Z9
t__SGB4577,C11,U5
t__SGB4577,C11,C7
t__SGB4577,C11,Z4
t__SGB4577,C11,Z2
t__SGB4577,C7,U6
t__SGB4577,C7,Z9
t__SGB4577,C7,U5
t__SGB4577,C7,U4
t__SGB4577,C7,Z4
t__SGB4577,C7,Z7
t__SGB4577,C7,Z2
t__SGB4577,U4,U5
t__SGB4577,U4,Z4
t__SGB4577,U4,Z7
t__SGB4577,U4,Z2
t__SGB4577,Z4,Z9
t__SGB4577,Z4,Z7
t__SGB4577,Z2,Z9
t__SGB4577,Z2,Z4
t__SGB4577,Z2,Z7
t__SGB4577,Z2,Z5
t__SGB4577,Z1,Z2
t__SGB4577,Z1,Z5
t__SGB4577,U11,Z2
t__SGB4577,U11,Z1
t__SGB4577,U11,Z5
t__SGB4577,U1,U2
t__SGB4577,C2,C4
t__SGB4577,ERR14760637,ERR14760786
t__SGB4577,ERR14760581,ERR14760637
t__SGB4577,ERR14760581,ERR14760786
t__SGB4577,U12,U6
t__SGB4577,U12,U5
t__SGB4577,U12,Z2
t__SGB4581,Z12,Z3
t__SGB4581,U12,Z3
t__SGB4581,C9,U12
t__SGB4581,ERR14760581,ERR14760786
t__SGB4581,U11,U8
t__SGB4581,C5,U11
t__SGB4581,C5,U8
t__SGB4582,U6,Z2
t__SGB4582,C1,U6
t__SGB4582,C1,Z2
t__SGB4582,C1,U3
t__SGB4582,U3,U6
t__SGB4582,Z4,Z7
t__SGB4582,ERR14760770,ERR14760844
t__SGB4582,ERR14760460,ERR14760628
t__SGB4582,ERR14760442,ERR14760628
t__SGB4582,ERR14760442,ERR14760460
t__SGB4582,C9,Z9
t__SGB4582,C4,Z9
t__SGB4582,C4,C7
t__SGB4582,C2,C7
t__SGB4582,C7,Z11
t__SGB4582,C7,U2
t__SGB4582,C7,Z9
t__SGB4582,C7,C9
t__SGB4582,C7,U11
t__SGB4582,U11,U9
t__SGB4582,U11,U7
t__SGB4582,U12,U9
t__SGB4582,C11,U11
t__SGB4637,C5,Z12
t__SGB4637,U3,Z11
t__SGB4637,C6,Z6
t__SGB4637,U5,Z4
t__SGB4637,U5,Z1
t__SGB4637,U5,Z7
t__SGB4637,U5,U9
t__SGB4637,Z4,Z7
t__SGB4637,U12,U5
t__SGB4637,U12,Z4
t__SGB4637,U12,Z1
t__SGB4637,U12,Z7
t__SGB4637,U12,U9
t__SGB4637,Z1,Z4
t__SGB4637,Z1,Z7
t__SGB4637,U9,Z4
t__SGB4637,U9,Z1
t__SGB4637,U9,Z7
t__SGB4637,C3,Z3
t__SGB4637,C3,U7
t__SGB4637,U7,Z3
t__SGB4637,ERR14760504,ERR14760867
t__SGB4637,C9,U8
t__SGB4637,ERR14760611,ERR14760628
t__SGB4644,C6,U10
t__SGB4644,C6,Z12
t__SGB4644,ERR14760509,ERR14760844
t__SGB4644,ERR14760436,ERR14760509
t__SGB4644,ERR14760436,ERR14760844
t__SGB4644,U12,Z12
t__SGB4644,U3,Z2
t__SGB4644,U2,Z12
t__SGB4644,C10,C7
t__SGB4644,U5,Z12
t__SGB4644,C12,Z12
t__SGB4644,C12,U1
t__SGB4648,ERR14760603,ERR14760786
t__SGB4648,C5,U12
t__SGB4648,C5,Z12
t__SGB4648,C5,C9
t__SGB4648,U12,Z12
t__SGB4648,C3,C5
t__SGB4648,C3,U12
t__SGB4648,C3,Z12
t__SGB4648,C9,U12
t__SGB4648,C9,Z12
t__SGB4648,C9,Z1
t__SGB4648,ERR14760561,ERR14760682
t__SGB4648,C6,Z1
t__SGB4648,U10,U4
t__SGB4648,C4,U4
t__SGB4648,C4,U10
t__SGB4705,C4,U8
t__SGB4705,C3,U11
t__SGB4705,U2,Z12
t__SGB4705,ERR14760704,ERR14760844
t__SGB4705,ERR14760435,ERR14760704
t__SGB4705,ERR14760561,ERR14760704
t__SGB4705,ERR14760603,ERR14760631
t__SGB4705,ERR14760504,ERR14760576
t__SGB4716,ERR14760548,ERR14760618
t__SGB4716,ERR14760447,ERR14760548
t__SGB4716,C4,U11
t__SGB4716,C4,C7
t__SGB4716,U2,U8
t__SGB4716,C10,U8
t__SGB4716,C7,U11
t__SGB4816,ERR14760618,ERR14760840
t__SGB4816,C10,U1
t__SGB4816,C10,U11
t__SGB4816,U8,Z2
t__SGB4816,U8,Z7
t__SGB4816,U8,U9
t__SGB4816,U8,Z1
t__SGB4816,U12,U5
t__SGB4816,U12,Z3
t__SGB4816,U7,Z10
t__SGB4816,U6,U8
t__SGB4816,U6,Z7
t__SGB4816,U6,U7
t__SGB4816,U6,Z10
t__SGB4816,U6,U9
t__SGB4816,U6,Z1
t__SGB4816,U3,U8
t__SGB4816,U3,Z7
t__SGB4816,U3,U7
t__SGB4816,U3,Z10
t__SGB4816,U3,U6
t__SGB4816,U3,U9
t__SGB4816,U3,Z1
t__SGB4816,U9,Z9
t__SGB4816,U9,Z7
t__SGB4816,U9,Z1
t__SGB4816,C8,Z1
t__SGB4816,Z1,Z9
t__SGB4816,Z1,Z7
t__SGB4816,Z1,Z10
t__SGB4820,U12,Z8
t__SGB4820,U12,U4
t__SGB4820,U12,U3
t__SGB4820,U12,U6
t__SGB4820,U12,U9
t__SGB4820,U12,Z10
t__SGB4820,U12,Z2
t__SGB4820,C12,U2
t__SGB4820,C12,C7
t__SGB4820,C7,U11
t__SGB4820,C7,U7
t__SGB4820,C10,C2
t__SGB4820,C3,C9
t__SGB4820,C2,C3
t__SGB4820,C2,C9
t__SGB4820,ERR14760611,ERR14760762
t__SGB4820,C5,U12
t__SGB4820,C5,Z8
t__SGB4820,U4,Z8
t__SGB4820,U4,U6
t__SGB4820,U4,U9
t__SGB4820,U4,Z10
t__SGB4820,U4,Z2
t__SGB4820,U3,U4
t__SGB4820,U3,U6
t__SGB4820,U3,U9
t__SGB4820,U3,Z10
t__SGB4820,U6,U9
t__SGB4820,U6,Z10
t__SGB4820,U9,Z12
t__SGB4820,U9,Z10
t__SGB4820,U9,Z2
t__SGB4820,C8,U12
t__SGB4820,C8,U4
t__SGB4820,C8,U3
t__SGB4820,C8,U6
t__SGB4820,C8,Z12
t__SGB4820,C8,U9
t__SGB4820,C8,Z10
t__SGB4820,C8,U5
t__SGB4820,C8,Z2
t__SGB4820,Z10,Z8
t__SGB4820,Z10,Z12
t__SGB4820,Z10,Z2
t__SGB4820,C11,U12
t__SGB4820,C11,U4
t__SGB4820,C11,U3
t__SGB4820,C11,U6
t__SGB4820,C11,Z12
t__SGB4820,C11,U9
t__SGB4820,C11,C8
t__SGB4820,C11,Z10
t__SGB4820,C11,U5
t__SGB4820,C11,Z2
t__SGB4820,U5,U9
t__SGB4820,U5,Z10
t__SGB4820,Z2,Z8
t__SGB4837,Z4,Z6
t__SGB4837,Z4,Z7
t__SGB4837,Z6,Z7
t__SGB4837,U6,Z4
t__SGB4837,U6,Z6
t__SGB4837,U6,Z7
t__SGB4837,U6,Z2
t__SGB4837,U6,Z3
t__SGB4837,U6,Z11
t__SGB4837,U6,Z10
t__SGB4837,U4,Z4
t__SGB4837,U4,Z6
t__SGB4837,U4,Z7
t__SGB4837,U4,U6
t__SGB4837,U4,Z2
t__SGB4837,U4,Z3
t__SGB4837,U4,Z11
t__SGB4837,U4,Z10
t__SGB4837,Z2,Z4
t__SGB4837,Z2,Z6
t__SGB4837,Z2,Z7
t__SGB4837,Z2,Z3
t__SGB4837,C4,Z9
t__SGB4837,C4,U12
t__SGB4837,C4,U3
t__SGB4837,C4,Z3
t__SGB4837,C1,C4
t__SGB4837,C1,Z9
t__SGB4837,C1,U12
t__SGB4837,C1,U3
t__SGB4837,C1,Z3
t__SGB4837,U12,Z9
t__SGB4837,U12,U9
t__SGB4837,U9,Z12
t__SGB4837,C9,Z12
t__SGB4837,C9,Z1
t__SGB4837,C9,U7
t__SGB4837,C9,U11
t__SGB4837,C9,U8
t__SGB4837,U1,U2
t__SGB4837,U2,Z1
t__SGB4837,ERR14760814,ERR14760862
t__SGB4837,ERR14760724,ERR14760862
t__SGB4837,ERR14760724,ERR14760814
t__SGB4837,U7,Z12
t__SGB4837,U7,Z1
t__SGB4837,U7,U8
t__SGB4837,C3,Z12
t__SGB4837,C3,C9
t__SGB4837,C3,U7
t__SGB4837,C3,U10
t__SGB4837,C3,C5
t__SGB4837,C3,U11
t__SGB4837,C3,U5
t__SGB4837,C3,U8
t__SGB4837,C2,Z12
t__SGB4837,C2,C9
t__SGB4837,C2,U7
t__SGB4837,C2,C3
t__SGB4837,C2,U10
t__SGB4837,C2,C5
t__SGB4837,C2,U11
t__SGB4837,C2,U8
t__SGB4837,C5,U9
t__SGB4837,C5,Z12
t__SGB4837,C5,C9
t__SGB4837,C5,Z1
t__SGB4837,C5,U7
t__SGB4837,C5,U11
t__SGB4837,C5,U5
t__SGB4837,C5,U8
t__SGB4837,U11,U9
t__SGB4837,U11,Z12
t__SGB4837,U11,Z1
t__SGB4837,U11,U7
t__SGB4837,U11,U5
t__SGB4837,U11,U8
t__SGB4837,U5,Z12
t__SGB4837,U5,U7
t__SGB4837,U5,U8
t__SGB4837,U8,U9
t__SGB4837,U8,Z12
t__SGB4837,U3,Z4
t__SGB4837,U3,Z6
t__SGB4837,U3,Z7
t__SGB4837,U3,U6
t__SGB4837,U3,U4
t__SGB4837,U3,Z2
t__SGB4837,U3,Z3
t__SGB4837,U3,Z11
t__SGB4837,U3,Z10
t__SGB4837,Z3,Z4
t__SGB4837,Z3,Z6
t__SGB4837,Z3,Z7
t__SGB4837,Z11,Z4
t__SGB4837,Z11,Z7
t__SGB4837,Z11,Z2
t__SGB4837,Z11,Z3
t__SGB4837,C8,Z4
t__SGB4837,C8,Z6
t__SGB4837,C8,Z7
t__SGB4837,C8,U6
t__SGB4837,C8,U4
t__SGB4837,C8,Z2
t__SGB4837,C8,U3
t__SGB4837,C8,Z3
t__SGB4837,C8,Z11
t__SGB4837,C8,Z10
t__SGB4837,Z10,Z4
t__SGB4837,Z10,Z6
t__SGB4837,Z10,Z7
t__SGB4837,Z10,Z2
t__SGB4837,Z10,Z3
t__SGB4871,C8,U5
t__SGB4871,U5,U6
t__SGB4871,U11,U5
t__SGB4871,U11,U4
t__SGB4871,U11,U6
t__SGB4871,U4,U5
t__SGB4871,U4,U6
t__SGB4871,ERR14760561,ERR14760867
t__SGB4871,ERR14760561,ERR14760618
t__SGB4871,ERR14760618,ERR14760867
t__SGB4874,ERR14760526,ERR14760611
t__SGB4874,ERR14760526,ERR14760867
t__SGB4874,ERR14760526,ERR14760548
t__SGB4874,ERR14760611,ERR14760867
t__SGB4874,ERR14760548,ERR14760611
t__SGB4874,ERR14760548,ERR14760867
t__SGB4874,C5,C8
t__SGB4874,C5,C9
t__SGB4874,C5,U11
t__SGB4874,C5,Z1
t__SGB4874,C5,Z12
t__SGB4874,C8,U11
t__SGB4874,C1,C5
t__SGB4874,C1,C8
t__SGB4874,C1,C3
t__SGB4874,C1,C9
t__SGB4874,C1,U11
t__SGB4874,C3,Z3
t__SGB4874,C3,Z7
t__SGB4874,C3,Z8
t__SGB4874,C3,U6
t__SGB4874,C3,U3
t__SGB4874,C3,Z5
t__SGB4874,C3,Z2
t__SGB4874,C3,Z9
t__SGB4874,C3,C9
t__SGB4874,Z3,Z7
t__SGB4874,Z3,Z8
t__SGB4874,Z3,Z5
t__SGB4874,Z3,Z9
t__SGB4874,U7,Z7
t__SGB4874,U1,Z3
t__SGB4874,U1,U7
t__SGB4874,U1,Z7
t__SGB4874,Z7,Z8
t__SGB4874,Z7,Z9
t__SGB4874,U6,Z3
t__SGB4874,U6,Z7
t__SGB4874,U6,Z8
t__SGB4874,U6,U8
t__SGB4874,U6,Z5
t__SGB4874,U6,Z9
t__SGB4874,U3,Z3
t__SGB4874,U3,Z7
t__SGB4874,U3,Z8
t__SGB4874,U3,U6
t__SGB4874,U3,U8
t__SGB4874,U3,Z5
t__SGB4874,U3,Z9
t__SGB4874,U8,Z3
t__SGB4874,Z5,Z7
t__SGB4874,Z5,Z9
t__SGB4874,C10,Z2
t__SGB4874,Z2,Z5
t__SGB4874,Z2,Z9
t__SGB4874,U9,Z5
t__SGB4874,C11,C3
t__SGB4874,C11,Z3
t__SGB4874,C11,Z5
t__SGB4874,C11,U9
t__SGB4874,C11,Z9
t__SGB4874,C2,C3
t__SGB4874,C9,Z9
t__SGB4874,U11,Z1
t__SGB4874,U11,Z12
t__SGB4874,U10,U11
t__SGB4874,ERR14760603,ERR14760867
t__SGB4874,ERR14760603,ERR14760637
t__SGB4886,ERR14760504,ERR14760809
t__SGB4886,ERR14760620,ERR14760847
t__SGB4886,C7,Z1
t__SGB4886,ERR14760561,ERR14760611
t__SGB4886,ERR14760561,ERR14760810
t__SGB4886,Z12,Z2
t__SGB4886,U7,U8
